GT	gemma2-9b-Q8	llama3.1-8b-Q8	mistral-nemo-12b-Q8	phi3-8b-medium-Q8	qwen2-7b-Q8	Llama3.1 ft v1	Llama3.1 ft v2
CWE-79	CWE-79	CWE-94	CWE-116	CWE-79	CWE-182	CWE-79	CWE-94
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-306	CWE-312	CWE-287	CWE-306	CWE-257	CWE-352	CWE-287	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-429	CWE-476	CWE-476	CWE-476
CWE-476	CWE-416	CWE-476	CWE-476	CWE-410	CWE-476	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-284	CWE-20	CWE-639	CWE-287	CWE-94
CWE-352	CWE-352	CWE-352	CWE-352	CWE-306	CWE-352	CWE-352	CWE-352
CWE-668	CWE-287	CWE-285		CWE-20	CWE-863	CWE-284	CWE-284
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-20	CWE-20	CWE-20	CWE-79	CWE-601	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-120	CWE-120	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-362	CWE-362	CWE-665	CWE-362	CWE-307	CWE-369	CWE-362	CWE-362
CWE-552	CWE-264	CWE-22	CWE-20	CWE-231	CWE-286	CWE-22	CWE-22
CWE-451	CWE-306	CWE-601	CWE-346	CWE-309	CWE-601	CWE-601	CWE-601
CWE-125	CWE-120	CWE-119	CWE-121	CWE-126	CWE-126	CWE-125	CWE-119
CWE-78	CWE-94	CWE-78	CWE-73	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-284	CWE-287	CWE-284	CWE-306	CWE-22	CWE-284	CWE-284	CWE-284
CWE-257	CWE-758	CWE-316	CWE-378	CWE-79	CWE-312	CWE-200	CWE-319
CWE-326	CWE-330	CWE-311	CWE-312	CWE-310	CWE-319	CWE-311	CWE-311
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-276	CWE-287	CWE-276	CWE-384	CWE-20	CWE-284	CWE-732	CWE-732
CWE-401	CWE-401	CWE-401	CWE-401	CWE-496	CWE-415	CWE-401	CWE-401
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-645	CWE-79	CWE-79
CWE-416	CWE-416	CWE-416	CWE-415	CWE-50	CWE-416	CWE-416	CWE-416
CWE-89	CWE-89	CWE-95	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-476	CWE-416	CWE-476	CWE-476	CWE-50	CWE-664	CWE-119	CWE-476
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-787	CWE-787	CWE-119	CWE-121	CWE-20	CWE-126	CWE-119	CWE-119
CWE-787	CWE-787	CWE-119	CWE-787	CWE-199	CWE-125	CWE-119	CWE-119
CWE-416	CWE-416	CWE-416	CWE-416	CWE-119	CWE-416	CWE-416	CWE-416
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-190	CWE-119	CWE-121
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-20	CWE-79	CWE-79	CWE-79
CWE-862	CWE-287	CWE-285	CWE-306	CWE-284	CWE-862	CWE-285	CWE-285
CWE-697	CWE-732	CWE-571	CWE-306	CWE-125	CWE-352	CWE-570	CWE-571
CWE-287	CWE-352	CWE-295	CWE-306	CWE-319	CWE-644	CWE-287	CWE-300
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-476	CWE-476	CWE-476	CWE-476	CWE-190	CWE-476	CWE-119	CWE-119
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-121	CWE-121
CWE-787	CWE-120	CWE-121	CWE-131	CWE-120	CWE-134	CWE-119	CWE-121
CWE-330	CWE-330	CWE-330	CWE-330	CWE-250	CWE-327	CWE-330	CWE-330
CWE-502	CWE-999	CWE-94	CWE-502	CWE-20	CWE-90	CWE-94	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-120	CWE-120	CWE-119	CWE-121	CWE-120	CWE-120	CWE-125	CWE-119
CWE-434	CWE-434	CWE-434	CWE-434	CWE-23		CWE-434	CWE-434
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-674	CWE-78	CWE-119	CWE-134	CWE-120	CWE-681	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-119	CWE-20	CWE-94	CWE-120	CWE-352	CWE-20	CWE-20
CWE-918	CWE-798	CWE-601	CWE-20	CWE-23	CWE-20	CWE-20	CWE-601
CWE-125	CWE-120	CWE-119	CWE-125	CWE-120	CWE-125	CWE-125	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-22	CWE-980	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-77	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89		CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-79	CWE-78	CWE-78	CWE-89	CWE-88	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-284	CWE-287	CWE-284	CWE-863	CWE-22	CWE-862	CWE-284	CWE-284
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-918	CWE-918	CWE-113	CWE-918	CWE-373	CWE-601	CWE-918	CWE-1134
CWE-78	CWE-79	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-429	CWE-415	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-762	CWE-119	CWE-121
CWE-352	CWE-352	CWE-352	CWE-352	CWE-307	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-120	CWE-119	CWE-121	CWE-125	CWE-125	CWE-125	CWE-119
CWE-290	CWE-362	CWE-306	CWE-200	CWE-250	CWE-20	CWE-20	CWE-345
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-119	CWE-476	CWE-119	CWE-391	CWE-94	CWE-400	CWE-20	CWE-119
CWE-346	CWE-306	CWE-601	CWE-346	CWE-20	CWE-601	CWE-287	CWE-601
CWE-416	CWE-416	CWE-416	CWE-415	CWE-427	CWE-416	CWE-416	CWE-416
CWE-601	CWE-306	CWE-601	CWE-601	CWE-309	CWE-012	CWE-601	CWE-601
CWE-89	CWE-94	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-416	CWE-416	CWE-416	CWE-416	CWE-312	CWE-415	CWE-416	CWE-426
CWE-427	CWE-426	CWE-426	CWE-427	CWE-23	CWE-94	CWE-427	CWE-428
CWE-89	CWE-89	CWE-20	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-913	CWE-94	CWE-426	CWE-494	CWE-20	CWE-119	CWE-502	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-354	CWE-352	CWE-352	CWE-352
CWE-94	CWE-798	CWE-78	CWE-384	CWE-20	CWE-78	CWE-284	CWE-269
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-601	CWE-79	CWE-601	CWE-918	CWE-20	CWE-601	CWE-20	CWE-601
CWE-601	CWE-305	CWE-425	CWE-601	CWE-80	CWE-601	CWE-400	CWE-400
CWE-434	CWE-434	CWE-434	CWE-434	CWE-23	CWE-400	CWE-434	CWE-434
CWE-532	CWE-617	CWE-200	CWE-20	CWE-20	CWE-200	CWE-200	CWE-200
CWE-434	CWE-75	CWE-434	CWE-434	CWE-23	CWE-755	CWE-434	CWE-434
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-120	CWE-119	CWE-121	CWE-120	CWE-1276	CWE-119	CWE-119
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-327	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-190	CWE-120	CWE-190	CWE-190	CWE-346	CWE-682	CWE-190	CWE-190
CWE-287	CWE-306	CWE-306	CWE-287	CWE-20	CWE-20	CWE-306	CWE-287
CWE-770	CWE-400	CWE-400	CWE-400	CWE-179	CWE-754	CWE-400	CWE-400
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22	CWE-22
CWE-404	CWE-78	CWE-400	CWE-400	CWE-387	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-59	CWE-798	CWE-269	CWE-269	CWE-289	CWE-287	CWE-269	CWE-269
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-732	CWE-78	CWE-78	CWE-89	CWE-755	CWE-20	CWE-78
CWE-787	CWE-120	CWE-119	CWE-121	CWE-120	CWE-122	CWE-119	CWE-119
CWE-434	CWE-77	CWE-434	CWE-494	CWE-23	CWE-494	CWE-434	CWE-434
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-404	CWE-416	CWE-401	CWE-415	CWE-416	CWE-664	CWE-416	CWE-9
CWE-125	CWE-120	CWE-119	CWE-125	CWE-120	CWE-125	CWE-125	CWE-125
CWE-401	CWE-134	CWE-200	CWE-362	CWE-250	CWE-200	CWE-200	CWE-200
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-787	CWE-120	CWE-121	CWE-121	CWE-120	CWE-190	CWE-119	CWE-121
CWE-434	CWE-77	CWE-434	CWE-494	CWE-119	CWE-494	CWE-434	CWE-434
CWE-346	CWE-732	CWE-264	CWE-86	CWE-285	CWE-269	CWE-22	CWE-269
CWE-79	CWE-79	CWE-79	CWE-79		CWE-79	CWE-79	CWE-79
CWE-787	CWE-787	CWE-121	CWE-121	CWE-125	CWE-125	CWE-119	CWE-121
CWE-121	CWE-120	CWE-121	CWE-121	CWE-120	CWE-120	CWE-119	CWE-121
CWE-78	CWE-78	CWE-78	CWE-78	CWE-89	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79		CWE-643	CWE-79	CWE-79
CWE-434	CWE-75	CWE-434	CWE-434	CWE-23	CWE-430	CWE-434	CWE-434
CWE-352	CWE-352	CWE-352	CWE-352	CWE-326	CWE-611	CWE-352	CWE-352
CWE-269	CWE-287	CWE-269	CWE-384	CWE-319	CWE-200	CWE-284	CWE-269
